"","location","sim_type","period","date","variable","lower_95","lower_90","lower_80","mean_value","median_value","upper_80","upper_90","upper_95","cumulative_mean","mobility_trend","latent_trend"
"1","Virginia","linear_increase_sd","Past",2020-03-05,"cases",0,0,0,0,0,0,0,0,0,0.779346908036999,1
"2","Virginia","linear_increase_sd","Past",2020-03-05,"cumulative_infections",0,0,0,0,0,0,0,0,NA,0.779346908036999,1
"3","Virginia","linear_increase_sd","Past",2020-03-05,"deaths",0,0,0,0,0,0,0,0,0,0.779346908036999,1
"4","Virginia","linear_increase_sd","Past",2020-03-06,"cases",2,2,2,2,2,2,2,2,2,0.788974760404265,0.99614896764407
"5","Virginia","linear_increase_sd","Past",2020-03-06,"cumulative_infections",15,15,15,24,24,28,28,28,NA,0.788974760404265,0.99614896764407
"6","Virginia","linear_increase_sd","Past",2020-03-06,"deaths",0,0,0,0,0,0,0,0,0,0.788974760404265,0.99614896764407
"7","Virginia","linear_increase_sd","Past",2020-03-07,"cases",2,2,2,3,2,3,3,3,5,0.799875214224896,0.996913966233189
"8","Virginia","linear_increase_sd","Past",2020-03-07,"cumulative_infections",48,48,48,64,65,74,74,74,NA,0.799875214224896,0.996913966233189
"9","Virginia","linear_increase_sd","Past",2020-03-07,"deaths",0,0,0,0,0,0,0,0,0,0.799875214224896,0.996913966233189
"10","Virginia","linear_increase_sd","Past",2020-03-08,"cases",2,2,2,3,3,3,3,3,7,0.759761157210217,0.997237599172105
"11","Virginia","linear_increase_sd","Past",2020-03-08,"cumulative_infections",97,97,97,121,121,142,142,142,NA,0.759761157210217,0.997237599172105
"12","Virginia","linear_increase_sd","Past",2020-03-08,"deaths",0,0,0,1,1,1,1,1,1,0.759761157210217,0.997237599172105
"13","Virginia","linear_increase_sd","Past",2020-03-09,"cases",2,2,2,4,4,4,4,4,11,0.761228657443175,0.997527376843365
"14","Virginia","linear_increase_sd","Past",2020-03-09,"cumulative_infections",160,160,160,192,192,223,223,223,NA,0.761228657443175,0.997527376843365
"15","Virginia","linear_increase_sd","Past",2020-03-09,"deaths",0,0,0,1,1,1,1,1,2,0.761228657443175,0.997527376843365
"16","Virginia","linear_increase_sd","Past",2020-03-10,"cases",3,3,3,5,4,5,5,5,15,0.780626808462862,0.997527376843365
"17","Virginia","linear_increase_sd","Past",2020-03-10,"cumulative_infections",236,236,236,279,278,323,323,323,NA,0.780626808462862,0.997527376843365
"18","Virginia","linear_increase_sd","Past",2020-03-10,"deaths",1,1,1,1,1,1,1,1,3,0.780626808462862,0.997527376843365
"19","Virginia","linear_increase_sd","Past",2020-03-11,"cases",3,3,3,5,4,5,5,5,19,0.790114778868013,0.997786824107717
"20","Virginia","linear_increase_sd","Past",2020-03-11,"cumulative_infections",331,331,331,386,387,444,444,444,NA,0.790114778868013,0.997786824107717
"21","Virginia","linear_increase_sd","Past",2020-03-11,"deaths",0,0,0,1,1,1,1,1,4,0.790114778868013,0.997786824107717
"22","Virginia","linear_increase_sd","Past",2020-03-12,"cases",4,4,4,6,5,7,7,7,25,0.750173320957547,0.997237599172105
"23","Virginia","linear_increase_sd","Past",2020-03-12,"cumulative_infections",451,451,451,515,514,588,588,588,NA,0.750173320957547,0.997237599172105
"24","Virginia","linear_increase_sd","Past",2020-03-12,"deaths",0,0,0,1,1,1,1,1,5,0.750173320957547,0.997237599172105
"25","Virginia","linear_increase_sd","Past",2020-03-13,"cases",5,5,5,7,7,8,8,8,31,0.794177543494441,0.997527376843365
"26","Virginia","linear_increase_sd","Past",2020-03-13,"cumulative_infections",589,589,589,663,654,750,750,750,NA,0.794177543494441,0.997527376843365
"27","Virginia","linear_increase_sd","Past",2020-03-13,"deaths",1,1,1,1,1,1,1,1,6,0.794177543494441,0.997527376843365
"28","Virginia","linear_increase_sd","Past",2020-03-14,"cases",6,6,6,9,9,10,10,10,40,0.781621450519943,0.996913966233189
"29","Virginia","linear_increase_sd","Past",2020-03-14,"cumulative_infections",765,765,765,853,842,956,956,956,NA,0.781621450519943,0.996913966233189
"30","Virginia","linear_increase_sd","Past",2020-03-14,"deaths",1,1,1,1,1,1,1,1,7,0.781621450519943,0.996913966233189
"31","Virginia","linear_increase_sd","Past",2020-03-15,"cases",9,9,9,11,11,12,12,12,50,0.767826486097517,0.996552548698436
"32","Virginia","linear_increase_sd","Past",2020-03-15,"cumulative_infections",972,972,972,1080,1071,1200,1200,1200,NA,0.767826486097517,0.996552548698436
"33","Virginia","linear_increase_sd","Past",2020-03-15,"deaths",1,1,1,1,1,1,1,1,8,0.767826486097517,0.996552548698436
"34","Virginia","linear_increase_sd","Past",2020-03-16,"cases",11,11,11,14,14,16,16,16,63,0.699966045987917,0.994633627150891
"35","Virginia","linear_increase_sd","Past",2020-03-16,"cumulative_infections",1219,1219,1219,1352,1351,1488,1488,1488,NA,0.699966045987917,0.994633627150891
"36","Virginia","linear_increase_sd","Past",2020-03-16,"deaths",1,1,1,1,1,1,1,1,9,0.699966045987917,0.994633627150891
"37","Virginia","linear_increase_sd","Past",2020-03-17,"cases",13,13,13,18,17,20,20,20,81,0.754666676062294,0.994633627150891
"38","Virginia","linear_increase_sd","Past",2020-03-17,"cumulative_infections",1490,1490,1490,1648,1653,1796,1796,1796,NA,0.754666676062294,0.994633627150891
"39","Virginia","linear_increase_sd","Past",2020-03-17,"deaths",1,1,1,1,1,1,1,1,10,0.754666676062294,0.994633627150891
"40","Virginia","linear_increase_sd","Past",2020-03-18,"cases",20,20,20,22,21,26,26,26,102,0.746366444330138,0.992526489664806
"41","Virginia","linear_increase_sd","Past",2020-03-18,"cumulative_infections",1843,1843,1843,2035,2069,2194,2194,2194,NA,0.746366444330138,0.992526489664806
"42","Virginia","linear_increase_sd","Past",2020-03-18,"deaths",1,1,1,1,1,1,1,1,11,0.746366444330138,0.992526489664806
