"","location","sim_type","period","date","variable","lower_95","lower_90","lower_80","mean_value","median_value","upper_80","upper_90","upper_95","cumulative_mean","mobility_trend","latent_trend"
"1","South Dakota","linear_increase_sd","Past",2020-03-07,"cases",0,0,0,0,0,0,0,0,0,0.896198062785126,1
"2","South Dakota","linear_increase_sd","Past",2020-03-07,"cumulative_infections",0,0,0,0,0,0,0,0,NA,0.896198062785126,1
"3","South Dakota","linear_increase_sd","Past",2020-03-07,"deaths",0,0,0,0,0,0,0,0,0,0.896198062785126,1
"4","South Dakota","linear_increase_sd","Past",2020-03-08,"cases",2,2,2,2,2,2,2,2,2,0.763479966884498,0.946596670200176
"5","South Dakota","linear_increase_sd","Past",2020-03-08,"cumulative_infections",2,2,2,6,6,8,8,8,NA,0.763479966884498,0.946596670200176
"6","South Dakota","linear_increase_sd","Past",2020-03-08,"deaths",0,0,0,0,0,0,0,0,0,0.763479966884498,0.946596670200176
"7","South Dakota","linear_increase_sd","Past",2020-03-09,"cases",2,2,2,2,2,2,2,2,4,0.782322796158934,0.957912272084381
"8","South Dakota","linear_increase_sd","Past",2020-03-09,"cumulative_infections",7,7,7,12,13,14,14,14,NA,0.782322796158934,0.957912272084381
"9","South Dakota","linear_increase_sd","Past",2020-03-09,"deaths",0,0,0,0,0,0,0,0,0,0.782322796158934,0.957912272084381
"10","South Dakota","linear_increase_sd","Past",2020-03-10,"cases",1,1,1,2,2,2,2,2,6,0.773017306906319,0.966914021611296
"11","South Dakota","linear_increase_sd","Past",2020-03-10,"cumulative_infections",14,14,14,19,20,24,24,24,NA,0.773017306906319,0.966914021611296
"12","South Dakota","linear_increase_sd","Past",2020-03-10,"deaths",0,0,0,1,0,1,1,1,1,0.773017306906319,0.966914021611296
"13","South Dakota","linear_increase_sd","Past",2020-03-11,"cases",1,1,1,2,1,2,2,2,7,0.829478769409915,0.979667646657341
"14","South Dakota","linear_increase_sd","Past",2020-03-11,"cumulative_infections",19,19,19,27,27,39,39,39,NA,0.829478769409915,0.979667646657341
"15","South Dakota","linear_increase_sd","Past",2020-03-11,"deaths",0,0,0,1,0,1,1,1,1,0.829478769409915,0.979667646657341
"16","South Dakota","linear_increase_sd","Past",2020-03-12,"cases",1,1,1,2,1,2,2,2,8,0.78386856427557,0.985936372956755
"17","South Dakota","linear_increase_sd","Past",2020-03-12,"cumulative_infections",24,24,24,38,38,54,54,54,NA,0.78386856427557,0.985936372956755
"18","South Dakota","linear_increase_sd","Past",2020-03-12,"deaths",0,0,0,1,0,1,1,1,1,0.78386856427557,0.985936372956755
"19","South Dakota","linear_increase_sd","Past",2020-03-13,"cases",1,1,1,2,1,2,2,2,10,0.784063198354542,0.990291523518526
"20","South Dakota","linear_increase_sd","Past",2020-03-13,"cumulative_infections",31,31,31,50,49,73,73,73,NA,0.784063198354542,0.990291523518526
"21","South Dakota","linear_increase_sd","Past",2020-03-13,"deaths",0,0,0,1,1,1,1,1,2,0.784063198354542,0.990291523518526
"22","South Dakota","linear_increase_sd","Past",2020-03-14,"cases",1,1,1,2,1,2,2,2,11,0.783946891616908,0.992422758732139
"23","South Dakota","linear_increase_sd","Past",2020-03-14,"cumulative_infections",39,39,39,63,63,91,91,91,NA,0.783946891616908,0.992422758732139
"24","South Dakota","linear_increase_sd","Past",2020-03-14,"deaths",0,0,0,1,1,1,1,1,2,0.783946891616908,0.992422758732139
"25","South Dakota","linear_increase_sd","Past",2020-03-15,"cases",1,1,1,2,1,2,2,2,12,0.794282940779612,0.995390427820626
"26","South Dakota","linear_increase_sd","Past",2020-03-15,"cumulative_infections",49,49,49,79,79,117,117,117,NA,0.794282940779612,0.995390427820626
"27","South Dakota","linear_increase_sd","Past",2020-03-15,"deaths",0,0,0,1,1,1,1,1,3,0.794282940779612,0.995390427820626
"28","South Dakota","linear_increase_sd","Past",2020-03-16,"cases",1,1,1,2,1,2,2,2,14,0.791401053760966,0.995929862284104
"29","South Dakota","linear_increase_sd","Past",2020-03-16,"cumulative_infections",60,60,60,97,95,144,144,144,NA,0.791401053760966,0.995929862284104
"30","South Dakota","linear_increase_sd","Past",2020-03-16,"deaths",0,0,0,1,1,1,1,1,4,0.791401053760966,0.995929862284104
"31","South Dakota","linear_increase_sd","Past",2020-03-17,"cases",1,1,1,2,2,3,3,3,15,0.814495252568976,0.997527376843365
"32","South Dakota","linear_increase_sd","Past",2020-03-17,"cumulative_infections",74,74,74,119,116,179,179,179,NA,0.814495252568976,0.997527376843365
"33","South Dakota","linear_increase_sd","Past",2020-03-17,"deaths",0,0,0,1,1,1,1,1,5,0.814495252568976,0.997527376843365
"34","South Dakota","linear_increase_sd","Past",2020-03-18,"cases",1,1,1,3,2,3,3,3,17,0.876277646164099,0.997817283554655
"35","South Dakota","linear_increase_sd","Past",2020-03-18,"cumulative_infections",90,90,90,146,141,230,230,230,NA,0.876277646164099,0.997817283554655
"36","South Dakota","linear_increase_sd","Past",2020-03-18,"deaths",0,0,0,1,0,1,1,1,5,0.876277646164099,0.997817283554655
"37","South Dakota","linear_increase_sd","Past",2020-03-19,"cases",2,2,2,3,2,3,3,3,20,0.754010194210265,0.998073265336673
"38","South Dakota","linear_increase_sd","Past",2020-03-19,"cumulative_infections",111,111,111,180,170,272,272,272,NA,0.754010194210265,0.998073265336673
"39","South Dakota","linear_increase_sd","Past",2020-03-19,"deaths",0,0,0,1,1,1,1,1,5,0.754010194210265,0.998073265336673
"40","South Dakota","linear_increase_sd","Past",2020-03-20,"cases",2,2,2,3,3,4,4,4,23,0.773601142730201,0.998498817743263
"41","South Dakota","linear_increase_sd","Past",2020-03-20,"cumulative_infections",133,133,133,214,201,325,325,325,NA,0.773601142730201,0.998498817743263
"42","South Dakota","linear_increase_sd","Past",2020-03-20,"deaths",0,0,0,1,0,1,1,1,6,0.773601142730201,0.998498817743263
"43","South Dakota","linear_increase_sd","Past",2020-03-21,"cases",2,2,2,4,3,4,4,4,26,0.826824156348674,0.998498817743263
"44","South Dakota","linear_increase_sd","Past",2020-03-21,"cumulative_infections",159,159,159,253,237,381,381,381,NA,0.826824156348674,0.998498817743263
"45","South Dakota","linear_increase_sd","Past",2020-03-21,"deaths",0,0,0,1,1,1,1,1,6,0.826824156348674,0.998498817743263
"46","South Dakota","linear_increase_sd","Past",2020-03-22,"cases",3,3,3,5,4,6,6,6,30,0.809204896782798,0.998299277588565
"47","South Dakota","linear_increase_sd","Past",2020-03-22,"cumulative_infections",193,193,193,303,286,452,452,452,NA,0.809204896782798,0.998299277588565
"48","South Dakota","linear_increase_sd","Past",2020-03-22,"deaths",0,0,0,1,1,1,1,1,7,0.809204896782798,0.998299277588565
"49","South Dakota","linear_increase_sd","Past",2020-03-23,"cases",3,3,3,5,5,7,7,7,34,0.786516135026961,0.998299277588565
"50","South Dakota","linear_increase_sd","Past",2020-03-23,"cumulative_infections",231,231,231,358,335,535,535,535,NA,0.786516135026961,0.998299277588565
"51","South Dakota","linear_increase_sd","Past",2020-03-23,"deaths",0,0,0,1,0,1,1,1,7,0.786516135026961,0.998299277588565
"52","South Dakota","linear_increase_sd","Past",2020-03-24,"cases",3,3,3,6,5,8,8,8,40,0.755299646945259,0.998498817743263
"53","South Dakota","linear_increase_sd","Past",2020-03-24,"cumulative_infections",276,276,276,422,397,610,610,610,NA,0.755299646945259,0.998498817743263
"54","South Dakota","linear_increase_sd","Past",2020-03-24,"deaths",0,0,0,1,1,1,1,1,8,0.755299646945259,0.998498817743263
"55","South Dakota","linear_increase_sd","Past",2020-03-25,"cases",5,5,5,7,7,10,10,10,46,0.78868043556522,0.998498817743263
"56","South Dakota","linear_increase_sd","Past",2020-03-25,"cumulative_infections",328,328,328,493,469,699,699,699,NA,0.78868043556522,0.998498817743263
"57","South Dakota","linear_increase_sd","Past",2020-03-25,"deaths",0,0,0,1,1,1,1,1,9,0.78868043556522,0.998498817743263
"58","South Dakota","linear_increase_sd","Past",2020-03-26,"cases",6,6,6,8,8,11,11,11,54,0.795765202291212,0.997817283554655
"59","South Dakota","linear_increase_sd","Past",2020-03-26,"cumulative_infections",390,390,390,583,557,831,831,831,NA,0.795765202291212,0.997817283554655
"60","South Dakota","linear_increase_sd","Past",2020-03-26,"deaths",0,0,0,1,1,1,1,1,9,0.795765202291212,0.997817283554655
"61","South Dakota","linear_increase_sd","Past",2020-03-27,"cases",7,7,7,9,9,13,13,13,63,0.758321454161862,0.997527376843365
"62","South Dakota","linear_increase_sd","Past",2020-03-27,"cumulative_infections",464,464,464,681,661,959,959,959,NA,0.758321454161862,0.997527376843365
"63","South Dakota","linear_increase_sd","Past",2020-03-27,"deaths",0,0,0,1,1,1,1,1,10,0.758321454161862,0.997527376843365
"64","South Dakota","linear_increase_sd","Past",2020-03-28,"cases",7,7,7,11,10,15,15,15,74,0.801945228825018,0.996827317157515
"65","South Dakota","linear_increase_sd","Past",2020-03-28,"cumulative_infections",545,545,545,789,755,1079,1079,1079,NA,0.801945228825018,0.996827317157515
"66","South Dakota","linear_increase_sd","Past",2020-03-28,"deaths",0,0,0,1,1,1,1,1,11,0.801945228825018,0.996827317157515
"67","South Dakota","linear_increase_sd","Past",2020-03-29,"cases",8,8,8,13,12,17,17,17,86,0.682339327584461,0.995929862284104
"68","South Dakota","linear_increase_sd","Past",2020-03-29,"cumulative_infections",646,646,646,936,888,1293,1293,1293,NA,0.682339327584461,0.995929862284104
"69","South Dakota","linear_increase_sd","Past",2020-03-29,"deaths",0,0,0,1,1,1,1,1,12,0.682339327584461,0.995929862284104
"70","South Dakota","linear_increase_sd","Past",2020-03-30,"cases",9,9,9,15,14,20,20,20,101,0.788438101000668,0.994088931143756
"71","South Dakota","linear_increase_sd","Past",2020-03-30,"cumulative_infections",747,747,747,1072,998,1480,1480,1480,NA,0.788438101000668,0.994088931143756
"72","South Dakota","linear_increase_sd","Past",2020-03-30,"deaths",0,0,0,1,1,1,1,1,12,0.788438101000668,0.994088931143756
"73","South Dakota","linear_increase_sd","Past",2020-03-31,"cases",13,13,13,18,17,24,24,24,118,0.800046384851161,0.991422514586288
"74","South Dakota","linear_increase_sd","Past",2020-03-31,"cumulative_infections",883,883,883,1258,1162,1748,1748,1748,NA,0.800046384851161,0.991422514586288
"75","South Dakota","linear_increase_sd","Past",2020-03-31,"deaths",0,0,0,1,1,1,1,1,13,0.800046384851161,0.991422514586288
"76","South Dakota","linear_increase_sd","Past",2020-04-01,"cases",15,15,15,20,19,28,28,28,138,0.782621246238313,0.985936372956755
"77","South Dakota","linear_increase_sd","Past",2020-04-01,"cumulative_infections",1044,1044,1044,1469,1377,2059,2059,2059,NA,0.782621246238313,0.985936372956755
"78","South Dakota","linear_increase_sd","Past",2020-04-01,"deaths",0,0,0,1,1,1,1,1,14,0.782621246238313,0.985936372956755
"79","South Dakota","linear_increase_sd","Past",2020-04-02,"cases",17,17,17,25,25,35,35,35,162,0.66399573107936,0.982013790037908
"80","South Dakota","linear_increase_sd","Past",2020-04-02,"cumulative_infections",1228,1228,1228,1720,1621,2445,2445,2445,NA,0.66399573107936,0.982013790037908
"81","South Dakota","linear_increase_sd","Past",2020-04-02,"deaths",0,0,0,1,1,1,1,1,15,0.66399573107936,0.982013790037908
"82","South Dakota","linear_increase_sd","Past",2020-04-03,"cases",17,17,17,29,28,42,42,42,190,0.669992957677658,0.970687769248644
"83","South Dakota","linear_increase_sd","Past",2020-04-03,"cumulative_infections",1387,1387,1387,1946,1859,2762,2762,2762,NA,0.669992957677658,0.970687769248644
"84","South Dakota","linear_increase_sd","Past",2020-04-03,"deaths",1,1,1,1,1,1,1,1,16,0.669992957677658,0.970687769248644
"85","South Dakota","linear_increase_sd","Past",2020-04-04,"cases",21,21,21,33,33,49,49,49,223,0.822743720064988,0.957912272084381
"86","South Dakota","linear_increase_sd","Past",2020-04-04,"cumulative_infections",1545,1545,1545,2214,2127,3146,3146,3146,NA,0.822743720064988,0.957912272084381
"87","South Dakota","linear_increase_sd","Past",2020-04-04,"deaths",1,1,1,1,1,1,1,1,17,0.822743720064988,0.957912272084381
"88","South Dakota","linear_increase_sd","Past",2020-04-05,"cases",26,26,26,38,36,56,56,56,260,0.683209729829134,0.932453308860371
"89","South Dakota","linear_increase_sd","Past",2020-04-05,"cumulative_infections",1816,1816,1816,2578,2489,3726,3726,3726,NA,0.683209729829134,0.932453308860371
"90","South Dakota","linear_increase_sd","Past",2020-04-05,"deaths",1,1,1,1,1,1,1,1,18,0.683209729829134,0.932453308860371
"91","South Dakota","linear_increase_sd","Past",2020-04-06,"cases",29,29,29,44,44,66,66,66,304,0.712506731640704,0.91490095499298
"92","South Dakota","linear_increase_sd","Past",2020-04-06,"cumulative_infections",2008,2008,2008,2886,2815,4147,4147,4147,NA,0.712506731640704,0.91490095499298
"93","South Dakota","linear_increase_sd","Past",2020-04-06,"deaths",1,1,1,1,1,1,1,1,19,0.712506731640704,0.91490095499298
"94","South Dakota","linear_increase_sd","Past",2020-04-07,"cases",29,29,29,50,49,75,75,75,354,0.739218890120635,0.880797077977882
"95","South Dakota","linear_increase_sd","Past",2020-04-07,"cumulative_infections",2268,2268,2268,3214,3161,4586,4586,4586,NA,0.739218890120635,0.880797077977882
"96","South Dakota","linear_increase_sd","Past",2020-04-07,"deaths",1,1,1,1,1,1,1,1,20,0.739218890120635,0.880797077977882
