"","location","sim_type","period","date","variable","lower_95","lower_90","lower_80","mean_value","median_value","upper_80","upper_90","upper_95","cumulative_mean","mobility_trend","latent_trend"
"1","Massachusetts","linear_increase_sd","Past",2020-03-12,"cases",0,0,0,0,0,0,0,0,0,0.687265945600997,1
"2","Massachusetts","linear_increase_sd","Past",2020-03-12,"cumulative_infections",0,0,0,0,0,0,0,0,NA,0.687265945600997,1
"3","Massachusetts","linear_increase_sd","Past",2020-03-12,"deaths",0,0,0,0,0,0,0,0,0,0.687265945600997,1
"4","Massachusetts","linear_increase_sd","Past",2020-03-13,"cases",2,2,2,3,3,3,3,3,3,0.684273437054596,0.880797077977882
"5","Massachusetts","linear_increase_sd","Past",2020-03-13,"cumulative_infections",629,629,629,687,650,782,782,782,NA,0.684273437054596,0.880797077977882
"6","Massachusetts","linear_increase_sd","Past",2020-03-13,"deaths",0,0,0,0,0,0,0,0,0,0.684273437054596,0.880797077977882
"7","Massachusetts","linear_increase_sd","Past",2020-03-14,"cases",15,15,15,16,15,16,16,16,18,0.617026235323577,0.880797077977882
"8","Massachusetts","linear_increase_sd","Past",2020-03-14,"cumulative_infections",1854,1854,1854,2003,1908,2247,2247,2247,NA,0.617026235323577,0.880797077977882
"9","Massachusetts","linear_increase_sd","Past",2020-03-14,"deaths",0,0,0,0,0,0,0,0,0,0.617026235323577,0.880797077977882
"10","Massachusetts","linear_increase_sd","Past",2020-03-15,"cases",40,40,40,46,44,53,53,53,64,0.645432691680246,0.880797077977882
"11","Massachusetts","linear_increase_sd","Past",2020-03-15,"cumulative_infections",3468,3468,3468,3712,3565,4101,4101,4101,NA,0.645432691680246,0.880797077977882
"12","Massachusetts","linear_increase_sd","Past",2020-03-15,"deaths",0,0,0,1,1,1,1,1,1,0.645432691680246,0.880797077977882
"13","Massachusetts","linear_increase_sd","Past",2020-03-16,"cases",67,67,67,76,80,81,81,81,140,0.594422750132123,0.880797077977882
"14","Massachusetts","linear_increase_sd","Past",2020-03-16,"cumulative_infections",5625,5625,5625,5968,5801,6477,6477,6477,NA,0.594422750132123,0.880797077977882
"15","Massachusetts","linear_increase_sd","Past",2020-03-16,"deaths",1,1,1,1,1,1,1,1,2,0.594422750132123,0.880797077977882
"16","Massachusetts","linear_increase_sd","Past",2020-03-17,"cases",102,102,102,103,103,104,104,104,243,0.659658230562915,0.880797077977882
"17","Massachusetts","linear_increase_sd","Past",2020-03-17,"cumulative_infections",7995,7995,7995,8448,8290,9057,9057,9057,NA,0.659658230562915,0.880797077977882
"18","Massachusetts","linear_increase_sd","Past",2020-03-17,"deaths",1,1,1,1,1,1,1,1,3,0.659658230562915,0.880797077977882
"19","Massachusetts","linear_increase_sd","Past",2020-03-18,"cases",119,119,119,121,119,123,123,123,363,0.606847433160955,0.841130895119085
"20","Massachusetts","linear_increase_sd","Past",2020-03-18,"cumulative_infections",11049,11049,11049,11666,11573,12375,12375,12375,NA,0.606847433160955,0.841130895119085
"21","Massachusetts","linear_increase_sd","Past",2020-03-18,"deaths",1,1,1,1,1,1,1,1,4,0.606847433160955,0.841130895119085
"22","Massachusetts","linear_increase_sd","Past",2020-03-19,"cases",136,136,136,144,148,148,148,148,507,0.619216336047726,0.841130895119085
"23","Massachusetts","linear_increase_sd","Past",2020-03-19,"cumulative_infections",14291,14291,14291,15077,15093,15846,15846,15846,NA,0.619216336047726,0.841130895119085
"24","Massachusetts","linear_increase_sd","Past",2020-03-19,"deaths",1,1,1,1,1,1,1,1,5,0.619216336047726,0.841130895119085
"25","Massachusetts","linear_increase_sd","Past",2020-03-20,"cases",160,160,160,186,195,203,203,203,693,0.6889476380887,0.791391472673955
"26","Massachusetts","linear_increase_sd","Past",2020-03-20,"cumulative_infections",18089,18089,18089,19049,19229,19828,19828,19828,NA,0.6889476380887,0.791391472673955
"27","Massachusetts","linear_increase_sd","Past",2020-03-20,"deaths",1,1,1,1,1,1,1,1,6,0.6889476380887,0.791391472673955
"28","Massachusetts","linear_increase_sd","Past",2020-03-21,"cases",223,223,223,233,234,242,242,242,926,0.509480950439135,0.731058578630005
"29","Massachusetts","linear_increase_sd","Past",2020-03-21,"cumulative_infections",22931,22931,22931,24080,24491,24817,24817,24817,NA,0.509480950439135,0.731058578630005
"30","Massachusetts","linear_increase_sd","Past",2020-03-21,"deaths",2,2,2,2,2,2,2,2,8,0.509480950439135,0.731058578630005
"31","Massachusetts","linear_increase_sd","Past",2020-03-22,"cases",271,271,271,297,292,327,327,327,1223,0.671375604483939,0.660756368765817
