"","location","sim_type","period","date","variable","lower_95","lower_90","lower_80","mean_value","median_value","upper_80","upper_90","upper_95","cumulative_mean","mobility_trend","latent_trend"
"1","Washington","linear_increase_sd","Past",2020-01-22,"cases",0,0,0,0,0,0,0,0,0,0.727046910790484,1
"2","Washington","linear_increase_sd","Past",2020-01-22,"cumulative_infections",0,0,0,0,0,0,0,0,NA,0.727046910790484,1
"3","Washington","linear_increase_sd","Past",2020-01-22,"deaths",0,0,0,0,0,0,0,0,0,0.727046910790484,1
"4","Washington","linear_increase_sd","Past",2020-01-23,"cases",2,2,2,2,2,2,2,2,2,0.727046910790484,0.731058578630005
"5","Washington","linear_increase_sd","Past",2020-01-23,"cumulative_infections",3,3,3,3,3,3,3,3,NA,0.727046910790484,0.731058578630005
"6","Washington","linear_increase_sd","Past",2020-01-23,"deaths",0,0,0,0,0,0,0,0,0,0.727046910790484,0.731058578630005
"7","Washington","linear_increase_sd","Past",2020-01-24,"cases",2,2,2,2,2,2,2,2,4,0.727046910790484,0.880797077977882
"8","Washington","linear_increase_sd","Past",2020-01-24,"cumulative_infections",6,6,6,6,6,6,6,6,NA,0.727046910790484,0.880797077977882
"9","Washington","linear_increase_sd","Past",2020-01-24,"deaths",0,0,0,0,0,0,0,0,0,0.727046910790484,0.880797077977882
"10","Washington","linear_increase_sd","Past",2020-01-25,"cases",2,2,2,2,2,2,2,2,6,0.727046910790484,0.880797077977882
"11","Washington","linear_increase_sd","Past",2020-01-25,"cumulative_infections",10,10,10,10,10,10,10,10,NA,0.727046910790484,0.880797077977882
"12","Washington","linear_increase_sd","Past",2020-01-25,"deaths",0,0,0,0,0,0,0,0,0,0.727046910790484,0.880797077977882
"13","Washington","linear_increase_sd","Past",2020-01-26,"cases",1,1,1,1,1,1,1,1,7,0.727046910790484,0.880797077977882
"14","Washington","linear_increase_sd","Past",2020-01-26,"cumulative_infections",15,15,15,15,15,15,15,15,NA,0.727046910790484,0.880797077977882
"15","Washington","linear_increase_sd","Past",2020-01-26,"deaths",1,1,1,1,1,1,1,1,1,0.727046910790484,0.880797077977882
"16","Washington","linear_increase_sd","Past",2020-01-27,"cases",1,1,1,1,1,1,1,1,8,0.727046910790484,0.952574126822433
"17","Washington","linear_increase_sd","Past",2020-01-27,"cumulative_infections",20,20,20,20,20,20,20,20,NA,0.727046910790484,0.952574126822433
"18","Washington","linear_increase_sd","Past",2020-01-27,"deaths",1,1,1,1,1,1,1,1,2,0.727046910790484,0.952574126822433
"19","Washington","linear_increase_sd","Past",2020-01-28,"cases",1,1,1,1,1,1,1,1,9,0.727046910790484,0.952574126822433
"20","Washington","linear_increase_sd","Past",2020-01-28,"cumulative_infections",26,26,26,26,26,26,26,26,NA,0.727046910790484,0.952574126822433
"21","Washington","linear_increase_sd","Past",2020-01-28,"deaths",1,1,1,1,1,1,1,1,3,0.727046910790484,0.952574126822433
