"","location","sim_type","period","date","variable","lower_95","lower_90","lower_80","mean_value","median_value","upper_80","upper_90","upper_95","cumulative_mean","mobility_trend","latent_trend"
"1","West Virginia","linear_increase_sd","Past",2020-03-06,"cases",0,0,0,0,0,0,0,0,0,0.839731295246888,1
"2","West Virginia","linear_increase_sd","Past",2020-03-06,"cumulative_infections",0,0,0,0,0,0,0,0,NA,0.839731295246888,1
"3","West Virginia","linear_increase_sd","Past",2020-03-06,"deaths",0,0,0,0,0,0,0,0,0,0.839731295246888,1
"4","West Virginia","linear_increase_sd","Past",2020-03-07,"cases",2,2,2,2,2,2,2,2,2,0.845446785771227,0.97596002842204
"5","West Virginia","linear_increase_sd","Past",2020-03-07,"cumulative_infections",2,2,3,7,7,8,8,9,NA,0.845446785771227,0.97596002842204
"6","West Virginia","linear_increase_sd","Past",2020-03-07,"deaths",0,0,0,0,0,0,0,0,0,0.845446785771227,0.97596002842204
"7","West Virginia","linear_increase_sd","Past",2020-03-08,"cases",1,2,2,2,2,2,2,2,4,0.865536583424252,0.980657640522868
"8","West Virginia","linear_increase_sd","Past",2020-03-08,"cumulative_infections",5,5,6,12,13,15,15,16,NA,0.865536583424252,0.980657640522868
"9","West Virginia","linear_increase_sd","Past",2020-03-08,"deaths",0,0,0,1,0,0,1,1,1,0.865536583424252,0.980657640522868
"10","West Virginia","linear_increase_sd","Past",2020-03-09,"cases",1,1,1,1,1,1,1,1,5,0.867967161622305,0.98265641844835
"11","West Virginia","linear_increase_sd","Past",2020-03-09,"cumulative_infections",9,10,10,18,18,22,22,24,NA,0.867967161622305,0.98265641844835
"12","West Virginia","linear_increase_sd","Past",2020-03-09,"deaths",0,0,0,1,0,1,1,1,1,0.867967161622305,0.98265641844835
"13","West Virginia","linear_increase_sd","Past",2020-03-10,"cases",1,1,1,1,1,1,1,1,6,0.865437799006332,0.983874732154521
"14","West Virginia","linear_increase_sd","Past",2020-03-10,"cumulative_infections",14,15,15,25,26,30,30,33,NA,0.865437799006332,0.983874732154521
"15","West Virginia","linear_increase_sd","Past",2020-03-10,"deaths",0,0,0,1,1,1,1,1,2,0.865437799006332,0.983874732154521
"16","West Virginia","linear_increase_sd","Past",2020-03-11,"cases",1,1,1,1,1,1,1,1,7,0.911186922075502,0.984451923774047
"17","West Virginia","linear_increase_sd","Past",2020-03-11,"cumulative_infections",21,21,22,33,34,40,40,44,NA,0.911186922075502,0.984451923774047
"18","West Virginia","linear_increase_sd","Past",2020-03-11,"deaths",0,0,0,1,1,1,1,1,2,0.911186922075502,0.984451923774047
"19","West Virginia","linear_increase_sd","Past",2020-03-12,"cases",1,1,1,1,1,1,1,1,8,0.776274850280013,0.985008770058339
"20","West Virginia","linear_increase_sd","Past",2020-03-12,"cumulative_infections",29,29,31,44,45,54,54,59,NA,0.776274850280013,0.985008770058339
"21","West Virginia","linear_increase_sd","Past",2020-03-12,"deaths",0,0,1,1,1,1,1,1,3,0.776274850280013,0.985008770058339
"22","West Virginia","linear_increase_sd","Past",2020-03-13,"cases",1,1,1,1,1,1,1,1,9,0.791232619116448,0.98327647743219
"23","West Virginia","linear_increase_sd","Past",2020-03-13,"cumulative_infections",37,38,41,57,57,68,70,77,NA,0.791232619116448,0.98327647743219
"24","West Virginia","linear_increase_sd","Past",2020-03-13,"deaths",1,1,1,1,1,1,1,1,4,0.791232619116448,0.98327647743219
"25","West Virginia","linear_increase_sd","Past",2020-03-14,"cases",1,1,1,1,1,1,1,1,10,0.914054955994151,0.98265641844835
"26","West Virginia","linear_increase_sd","Past",2020-03-14,"cumulative_infections",49,51,54,72,71,85,89,100,NA,0.914054955994151,0.98265641844835
"27","West Virginia","linear_increase_sd","Past",2020-03-14,"deaths",1,1,1,1,1,1,1,1,5,0.914054955994151,0.98265641844835
"28","West Virginia","linear_increase_sd","Past",2020-03-15,"cases",1,1,1,2,1,2,2,2,12,0.865204929512064,0.981347802409622
"29","West Virginia","linear_increase_sd","Past",2020-03-15,"cumulative_infections",67,69,72,94,93,111,115,134,NA,0.865204929512064,0.981347802409622
"30","West Virginia","linear_increase_sd","Past",2020-03-15,"deaths",0,1,1,1,1,1,1,1,6,0.865204929512064,0.981347802409622
"31","West Virginia","linear_increase_sd","Past",2020-03-16,"cases",1,1,1,2,2,2,2,2,13,0.858587237886492,0.978433567023952
"32","West Virginia","linear_increase_sd","Past",2020-03-16,"cumulative_infections",87,91,94,120,119,143,147,173,NA,0.858587237886492,0.978433567023952
"33","West Virginia","linear_increase_sd","Past",2020-03-16,"deaths",0,1,1,1,1,1,1,1,7,0.858587237886492,0.978433567023952
"34","West Virginia","linear_increase_sd","Past",2020-03-17,"cases",1,1,1,2,2,2,2,2,15,0.841313133452298,0.974159439843714
"35","West Virginia","linear_increase_sd","Past",2020-03-17,"cumulative_infections",113,121,121,153,150,183,185,223,NA,0.841313133452298,0.974159439843714
"36","West Virginia","linear_increase_sd","Past",2020-03-17,"deaths",0,1,1,1,1,1,1,1,8,0.841313133452298,0.974159439843714
"37","West Virginia","linear_increase_sd","Past",2020-03-18,"cases",2,2,2,3,2,3,3,3,17,0.787490805429989,0.972227825293808
"38","West Virginia","linear_increase_sd","Past",2020-03-18,"cumulative_infections",145,151,154,192,189,231,231,286,NA,0.787490805429989,0.972227825293808
"39","West Virginia","linear_increase_sd","Past",2020-03-18,"deaths",0,1,1,1,1,1,1,1,9,0.787490805429989,0.972227825293808
"40","West Virginia","linear_increase_sd","Past",2020-03-19,"cases",2,2,2,3,3,3,4,4,20,0.852872277763134,0.969065029508046
"41","West Virginia","linear_increase_sd","Past",2020-03-19,"cumulative_infections",183,185,190,237,233,287,288,357,NA,0.852872277763134,0.969065029508046
"42","West Virginia","linear_increase_sd","Past",2020-03-19,"deaths",0,1,1,1,1,1,1,1,10,0.852872277763134,0.969065029508046
"43","West Virginia","linear_increase_sd","Past",2020-03-20,"cases",2,3,3,4,3,4,4,5,23,0.812991176010879,0.957348747869057
"44","West Virginia","linear_increase_sd","Past",2020-03-20,"cumulative_infections",228,233,237,297,290,360,362,454,NA,0.812991176010879,0.957348747869057
"45","West Virginia","linear_increase_sd","Past",2020-03-20,"deaths",0,0,0,1,1,1,1,1,11,0.812991176010879,0.957348747869057
"46","West Virginia","linear_increase_sd","Past",2020-03-21,"cases",3,3,3,5,4,5,6,6,28,0.705735267250628,0.949113268044813
