"location","sim_type","period","date","variable","lower_95","lower_90","lower_80","mean_value","median_value","upper_80","upper_90","upper_95","mobility_trend","latent_trend"
"North Dakota","data","Past",2020-03-07,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.923908927460007,1
"North Dakota","data","Past",2020-03-07,"daily_deaths",NA,NA,NA,NA,NA,NA,NA,NA,0.923908927460007,1
"North Dakota","data","Past",2020-03-08,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.906622717298957,0.996605589988238
"North Dakota","data","Past",2020-03-08,"daily_deaths",NA,NA,NA,NA,NA,NA,NA,NA,0.906622717298957,0.996605589988238
"North Dakota","data","Past",2020-03-09,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.889705556614584,0.995776379045606
"North Dakota","data","Past",2020-03-09,"daily_deaths",NA,NA,NA,NA,NA,NA,NA,NA,0.889705556614584,0.995776379045606
"North Dakota","data","Past",2020-03-10,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.872700978182894,0.994466822010922
"North Dakota","data","Past",2020-03-10,"daily_deaths",NA,NA,NA,NA,NA,NA,NA,NA,0.872700978182894,0.994466822010922
"North Dakota","data","Past",2020-03-11,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.855162414381444,0.992428622336982
"North Dakota","data","Past",2020-03-11,"daily_deaths",NA,NA,NA,NA,NA,NA,NA,NA,0.855162414381444,0.992428622336982
"North Dakota","data","Past",2020-03-12,"daily_cases",NA,NA,NA,1,NA,NA,NA,NA,0.836999371378293,0.989266013818675
"North Dakota","data","Past",2020-03-12,"daily_deaths",NA,NA,NA,NA,NA,NA,NA,NA,0.836999371378293,0.989266013818675
"North Dakota","data","Past",2020-03-13,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.818397428491776,0.984364626782893
"North Dakota","data","Past",2020-03-13,"daily_deaths",NA,NA,NA,NA,NA,NA,NA,NA,0.818397428491776,0.984364626782893
"North Dakota","data","Past",2020-03-14,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.800132386110411,0.976802233490765
"North Dakota","data","Past",2020-03-14,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.800132386110411,0.976802233490765
"North Dakota","data","Past",2020-03-15,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.782535108363601,0.965261912296715
"North Dakota","data","Past",2020-03-15,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.782535108363601,0.965261912296715
"North Dakota","data","Past",2020-03-16,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.765681127963308,0.948003196208472
"North Dakota","data","Past",2020-03-16,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.765681127963308,0.948003196208472
"North Dakota","data","Past",2020-03-17,"daily_cases",NA,NA,NA,2,NA,NA,NA,NA,0.749256642913502,0.922996759350422
"North Dakota","data","Past",2020-03-17,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.749256642913502,0.922996759350422
"North Dakota","data","Past",2020-03-18,"daily_cases",NA,NA,NA,3,NA,NA,NA,NA,0.733022917872158,0.88835844454726
"North Dakota","data","Past",2020-03-18,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.733022917872158,0.88835844454726
"North Dakota","data","Past",2020-03-19,"daily_cases",NA,NA,NA,9,NA,NA,NA,NA,0.717430818821253,0.843142512375639
"North Dakota","data","Past",2020-03-19,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.717430818821253,0.843142512375639
"North Dakota","data","Past",2020-03-20,"daily_cases",NA,NA,NA,5,NA,NA,NA,NA,0.703081993489267,0.788288343720674
"North Dakota","data","Past",2020-03-20,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.703081993489267,0.788288343720674
"North Dakota","data","Past",2020-03-21,"daily_cases",NA,NA,NA,8,NA,NA,NA,NA,0.690491615266676,0.727170623073625
"North Dakota","data","Past",2020-03-21,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.690491615266676,0.727170623073625
"North Dakota","data","Past",2020-03-22,"daily_cases",NA,NA,NA,0,NA,NA,NA,NA,0.67996625701246,0.665196180283983
"North Dakota","data","Past",2020-03-22,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.67996625701246,0.665196180283983
"North Dakota","data","Past",2020-03-23,"daily_cases",NA,NA,NA,2,NA,NA,NA,NA,0.671006300633807,0.608207809714227
"North Dakota","data","Past",2020-03-23,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.671006300633807,0.608207809714227
"North Dakota","data","Past",2020-03-24,"daily_cases",NA,NA,NA,4,NA,NA,NA,NA,0.662692093435615,0.559448794554877
"North Dakota","data","Past",2020-03-24,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.662692093435615,0.559448794554877
"North Dakota","data","Past",2020-03-25,"daily_cases",NA,NA,NA,5,NA,NA,NA,NA,0.654189393920265,0.519970643378299
"North Dakota","data","Past",2020-03-25,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.654189393920265,0.519970643378299
"North Dakota","data","Past",2020-03-26,"daily_cases",NA,NA,NA,13,NA,NA,NA,NA,0.645238658035355,0.489687875934235
"North Dakota","data","Past",2020-03-26,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.645238658035355,0.489687875934235
"North Dakota","data","Past",2020-03-27,"daily_cases",NA,NA,NA,13,NA,NA,NA,NA,0.635832917739366,0.467881362109737
"North Dakota","data","Past",2020-03-27,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.635832917739366,0.467881362109737
"North Dakota","data","Past",2020-03-28,"daily_cases",NA,NA,NA,18,NA,NA,NA,NA,0.626400811589095,0.453557833942456
"North Dakota","data","Past",2020-03-28,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.626400811589095,0.453557833942456
"North Dakota","data","Past",2020-03-29,"daily_cases",NA,NA,NA,15,NA,NA,NA,NA,0.617368076245918,0.445651819579834
"North Dakota","data","Past",2020-03-29,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.617368076245918,0.445651819579834
"North Dakota","data","Past",2020-03-30,"daily_cases",NA,NA,NA,11,NA,NA,NA,NA,0.608713234191217,0.443112797289238
"North Dakota","data","Past",2020-03-30,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.608713234191217,0.443112797289238
"North Dakota","data","Past",2020-03-31,"daily_cases",NA,NA,NA,17,NA,NA,NA,NA,0.600353791835067,0.444925756628564
"North Dakota","data","Past",2020-03-31,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.600353791835067,0.444925756628564
"North Dakota","data","Past",2020-04-01,"daily_cases",NA,NA,NA,16,NA,NA,NA,NA,0.592410405482296,0.450101155733767
"North Dakota","data","Past",2020-04-01,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.592410405482296,0.450101155733767
"North Dakota","data","Past",2020-04-02,"daily_cases",NA,NA,NA,17,NA,NA,NA,NA,0.58519280250384,0.457656739403545
"North Dakota","data","Past",2020-04-02,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.58519280250384,0.457656739403545
"North Dakota","data","Past",2020-04-03,"daily_cases",NA,NA,NA,14,NA,NA,NA,NA,0.579445122444927,0.466603232445405
"North Dakota","data","Past",2020-04-03,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.579445122444927,0.466603232445405
"North Dakota","data","Past",2020-04-04,"daily_cases",NA,NA,NA,13,NA,NA,NA,NA,0.575574899661724,0.475938499484156
"North Dakota","data","Past",2020-04-04,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.575574899661724,0.475938499484156
"North Dakota","data","Past",2020-04-05,"daily_cases",NA,NA,NA,21,NA,NA,NA,NA,0.573701046759344,0.484649621591918
"North Dakota","data","Past",2020-04-05,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.573701046759344,0.484649621591918
"North Dakota","data","Past",2020-04-06,"daily_cases",NA,NA,NA,18,NA,NA,NA,NA,0.573262878120171,0.491787463054201
"North Dakota","data","Past",2020-04-06,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.573262878120171,0.491787463054201
"North Dakota","data","Past",2020-04-07,"daily_cases",NA,NA,NA,12,NA,NA,NA,NA,0.57358368217765,0.497075077407179
"North Dakota","data","Past",2020-04-07,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.57358368217765,0.497075077407179
"North Dakota","data","Past",2020-04-08,"daily_cases",NA,NA,NA,14,NA,NA,NA,NA,0.57420224179219,0.500619829884772
"North Dakota","data","Past",2020-04-08,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.57420224179219,0.500619829884772
"North Dakota","data","Past",2020-04-09,"daily_cases",NA,NA,NA,18,NA,NA,NA,NA,0.574844904730038,0.502535506086954
"North Dakota","data","Past",2020-04-09,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.574844904730038,0.502535506086954
"North Dakota","data","Past",2020-04-10,"daily_cases",NA,NA,NA,9,NA,NA,NA,NA,0.575772783953801,0.50293654807429
"North Dakota","data","Past",2020-04-10,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.575772783953801,0.50293654807429
"North Dakota","data","Past",2020-04-11,"daily_cases",NA,NA,NA,15,NA,NA,NA,NA,0.577435967127417,0.501937427499454
"North Dakota","data","Past",2020-04-11,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.577435967127417,0.501937427499454
"North Dakota","data","Past",2020-04-12,"daily_cases",NA,NA,NA,15,NA,NA,NA,NA,0.580312314064733,0.499652538889437
"North Dakota","data","Past",2020-04-12,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.580312314064733,0.499652538889437
"North Dakota","data","Past",2020-04-13,"daily_cases",NA,NA,NA,23,NA,NA,NA,NA,0.584161522145634,0.49619640506464
"North Dakota","data","Past",2020-04-13,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.584161522145634,0.49619640506464
"North Dakota","data","Past",2020-04-14,"daily_cases",NA,NA,NA,10,NA,NA,NA,NA,0.588501605678696,0.491684027630573
"North Dakota","data","Past",2020-04-14,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.588501605678696,0.491684027630573
"North Dakota","data","Past",2020-04-15,"daily_cases",NA,NA,NA,24,NA,NA,NA,NA,0.592657292523467,0.486231252758784
"North Dakota","data","Past",2020-04-15,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.592657292523467,0.486231252758784
"North Dakota","data","Past",2020-04-16,"daily_cases",NA,NA,NA,28,NA,NA,NA,NA,0.596030642312,0.479955056100728
"North Dakota","data","Past",2020-04-16,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.596030642312,0.479955056100728
"North Dakota","data","Past",2020-04-17,"daily_cases",NA,NA,NA,46,NA,NA,NA,NA,0.598526328215398,0.472973681197972
"North Dakota","data","Past",2020-04-17,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.598526328215398,0.472973681197972
"North Dakota","data","Past",2020-04-18,"daily_cases",NA,NA,NA,89,NA,NA,NA,NA,0.600206573727412,0.465406593697537
"North Dakota","data","Past",2020-04-18,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.600206573727412,0.465406593697537
"North Dakota","data","Past",2020-04-19,"daily_cases",NA,NA,NA,57,NA,NA,NA,NA,0.60126119009334,0.457374239280801
"North Dakota","data","Past",2020-04-19,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.60126119009334,0.457374239280801
"North Dakota","data","Past",2020-04-20,"daily_cases",NA,NA,NA,42,NA,NA,NA,NA,0.601874038237118,0.448997428506422
"North Dakota","data","Past",2020-04-20,"daily_deaths",NA,NA,NA,3,NA,NA,NA,NA,0.601874038237118,0.448997428506422
"North Dakota","data","Past",2020-04-21,"daily_cases",NA,NA,NA,17,NA,NA,NA,NA,0.602077590045665,0.440393803729902
"North Dakota","data","Past",2020-04-21,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.602077590045665,0.440393803729902
"North Dakota","data","Past",2020-04-22,"daily_cases",NA,NA,NA,35,NA,NA,NA,NA,0.601907400349842,0.431677755109603
"North Dakota","data","Past",2020-04-22,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.601907400349842,0.431677755109603
"North Dakota","data","Past",2020-04-23,"daily_cases",NA,NA,NA,30,NA,NA,NA,NA,0.601632531251542,0.422962274718729
"North Dakota","data","Past",2020-04-23,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.601632531251542,0.422962274718729
"North Dakota","data","Past",2020-04-24,"daily_cases",NA,NA,NA,39,NA,NA,NA,NA,0.60184212088888,0.414358345374564
"North Dakota","data","Past",2020-04-24,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.60184212088888,0.414358345374564
"North Dakota","data","Past",2020-04-25,"daily_cases",NA,NA,NA,55,NA,NA,NA,NA,0.60309105589889,0.405974318978753
"North Dakota","data","Past",2020-04-25,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.60309105589889,0.405974318978753
"North Dakota","data","Past",2020-04-26,"daily_cases",NA,NA,NA,64,NA,NA,NA,NA,0.605518071081242,0.397915421065378
"North Dakota","data","Past",2020-04-26,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.605518071081242,0.397915421065378
"North Dakota","data","Past",2020-04-27,"daily_cases",NA,NA,NA,75,NA,NA,NA,NA,0.609064641360572,0.390283431769296
"North Dakota","data","Past",2020-04-27,"daily_deaths",NA,NA,NA,2,NA,NA,NA,NA,0.609064641360572,0.390283431769296
"North Dakota","data","Past",2020-04-28,"daily_cases",NA,NA,NA,49,NA,NA,NA,NA,0.613299353998765,0.383176583348574
"North Dakota","data","Past",2020-04-28,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.613299353998765,0.383176583348574
"North Dakota","data","Past",2020-04-29,"daily_cases",NA,NA,NA,42,NA,NA,NA,NA,0.617829083742278,0.376689702322426
"North Dakota","data","Past",2020-04-29,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.617829083742278,0.376689702322426
"North Dakota","data","Past",2020-04-30,"daily_cases",NA,NA,NA,34,NA,NA,NA,NA,0.622786742938631,0.370914611315714
"North Dakota","data","Past",2020-04-30,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.622786742938631,0.370914611315714
"North Dakota","data","Past",2020-05-01,"daily_cases",NA,NA,NA,40,NA,NA,NA,NA,0.628528255253354,0.36594079276992
"North Dakota","data","Past",2020-05-01,"daily_deaths",NA,NA,NA,4,NA,NA,NA,NA,0.628528255253354,0.36594079276992
"North Dakota","data","Past",2020-05-02,"daily_cases",NA,NA,NA,46,NA,NA,NA,NA,0.635666179152167,0.361856304403397
"North Dakota","data","Past",2020-05-02,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.635666179152167,0.361856304403397
"North Dakota","data","Past",2020-05-03,"daily_cases",NA,NA,NA,38,NA,NA,NA,NA,0.644467083535378,0.358748924844542
"North Dakota","data","Past",2020-05-03,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.644467083535378,0.358748924844542
"North Dakota","data","Past",2020-05-04,"daily_cases",NA,NA,NA,34,NA,NA,NA,NA,0.654950489071221,0.35670223648751
"North Dakota","data","Past",2020-05-04,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.654950489071221,0.35670223648751
"North Dakota","data","Past",2020-05-05,"daily_cases",NA,NA,NA,41,NA,NA,NA,NA,0.66658521498279,0.355628834821513
"North Dakota","data","Past",2020-05-05,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.66658521498279,0.355628834821513
"North Dakota","data","Past",2020-05-06,"daily_cases",NA,NA,NA,57,NA,NA,NA,NA,0.67877352738167,0.355236261174703
"North Dakota","data","Past",2020-05-06,"daily_deaths",NA,NA,NA,6,NA,NA,NA,NA,0.67877352738167,0.355236261174703
"North Dakota","data","Past",2020-05-07,"daily_cases",NA,NA,NA,48,NA,NA,NA,NA,0.691202181378554,0.355222499396384
"North Dakota","data","Past",2020-05-07,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.691202181378554,0.355222499396384
"North Dakota","data","Past",2020-05-08,"daily_cases",NA,NA,NA,54,NA,NA,NA,NA,0.703714384337364,0.355286497360426
"North Dakota","data","Past",2020-05-08,"daily_deaths",NA,NA,NA,2,NA,NA,NA,NA,0.703714384337364,0.355286497360426
"North Dakota","data","Past",2020-05-09,"daily_cases",NA,NA,NA,39,NA,NA,NA,NA,0.716494663635811,0.355127302071338
"North Dakota","data","Past",2020-05-09,"daily_deaths",NA,NA,NA,2,NA,NA,NA,NA,0.716494663635811,0.355127302071338
"North Dakota","data","Past",2020-05-10,"daily_cases",NA,NA,NA,27,NA,NA,NA,NA,0.729728528859533,0.354444336965219
"North Dakota","data","Past",2020-05-10,"daily_deaths",NA,NA,NA,0,NA,NA,NA,NA,0.729728528859533,0.354444336965219
"North Dakota","data","Past",2020-05-11,"daily_cases",NA,NA,NA,27,NA,NA,NA,NA,0.743264098412052,0.35293883498075
"North Dakota","data","Past",2020-05-11,"daily_deaths",NA,NA,NA,1,NA,NA,NA,NA,0.743264098412052,0.35293883498075
"North Dakota","data","Past",2020-05-12,"daily_cases",NA,NA,NA,53,NA,NA,NA,NA,0.756922124411842,0.350316480679751
"North Dakota","data","Past",2020-05-12,"daily_deaths",NA,NA,NA,2,NA,NA,NA,NA,0.756922124411842,0.350316480679751
"North Dakota","data","Past",2020-05-13,"daily_cases",NA,NA,NA,76,NA,NA,NA,NA,0.770691501736061,0.346291404975519
"North Dakota","data","Past",2020-05-13,"daily_deaths",NA,NA,NA,2,NA,NA,NA,NA,0.770691501736061,0.346291404975519
